Taxon,site_name,block,BACI,group_var,time,trt
Galium_album,Agroscope Changins,4,-0.010000000000000002,quadrat,T0-T3,DIST
Holcus_lanatus,Agroscope Changins,1,0.05999999999999994,quadrat,T0-T3,DIST
Holcus_lanatus,Agroscope Changins,2,0.009999999999999926,quadrat,T0-T3,DIST
Holcus_lanatus,Agroscope Changins,3,0.13499999999999995,quadrat,T0-T3,DIST
Holcus_lanatus,Agroscope Changins,4,0.040000000000000036,quadrat,T0-T3,DIST
Knautia_arvensis,Agroscope Changins,2,-0.005,quadrat,T0-T3,DIST
Knautia_arvensis,Agroscope Changins,3,-0.01,quadrat,T0-T3,DIST
Lolium_perenne,Agroscope Changins,3,0.035,quadrat,T0-T3,DIST
Lolium_perenne,Agroscope Changins,4,-0.01,quadrat,T0-T3,DIST
Lolium_perenne,Agroscope Changins,1,0.02,quadrat,T0-T3,DIST
Lolium_perenne,Agroscope Changins,2,0.01,quadrat,T0-T3,DIST
Lotus_corniculatus,Agroscope Changins,1,-0.02,quadrat,T0-T3,DIST
Lotus_corniculatus,Agroscope Changins,2,0.03499999999999999,quadrat,T0-T3,DIST
Lotus_corniculatus,Agroscope Changins,3,0.065,quadrat,T0-T3,DIST
Lotus_corniculatus,Agroscope Changins,4,0.09000000000000001,quadrat,T0-T3,DIST
Onobrychis_viciifolia,Agroscope Changins,2,-0.005,quadrat,T0-T3,DIST
Phleum_pratense,Agroscope Changins,2,0.01,quadrat,T0-T3,DIST
Plantago_lanceolata,Agroscope Changins,1,0.009999999999999998,quadrat,T0-T3,DIST
Plantago_lanceolata,Agroscope Changins,2,0.055,quadrat,T0-T3,DIST
Plantago_lanceolata,Agroscope Changins,3,-0.009999999999999998,quadrat,T0-T3,DIST
Plantago_lanceolata,Agroscope Changins,4,-0.019999999999999997,quadrat,T0-T3,DIST
Poa_pratensis,Agroscope Changins,1,-0.01,quadrat,T0-T3,DIST
Poa_pratensis,Agroscope Changins,2,0.009999999999999998,quadrat,T0-T3,DIST
Poa_pratensis,Agroscope Changins,3,-0.005,quadrat,T0-T3,DIST
Poa_pratensis,Agroscope Changins,4,0.045,quadrat,T0-T3,DIST
Poa_trivialis,Agroscope Changins,1,0.024999999999999998,quadrat,T0-T3,DIST
Poa_trivialis,Agroscope Changins,2,-1.734723475976807e-18,quadrat,T0-T3,DIST
Poa_trivialis,Agroscope Changins,4,-0.03,quadrat,T0-T3,DIST
Polygonum_aviculare,Agroscope Changins,2,0.05,quadrat,T0-T3,DIST
Potentilla_neumanniana,Agroscope Changins,2,0.005,quadrat,T0-T3,DIST
Potentilla_neumanniana,Agroscope Changins,3,0.04000000000000001,quadrat,T0-T3,DIST
Potentilla_neumanniana,Agroscope Changins,4,-0.03,quadrat,T0-T3,DIST
Ranunculus_acris,Agroscope Changins,1,0.059999999999999984,quadrat,T0-T3,DIST
Ranunculus_acris,Agroscope Changins,2,0.05,quadrat,T0-T3,DIST
Ranunculus_acris,Agroscope Changins,3,-0.010000000000000002,quadrat,T0-T3,DIST
Ranunculus_acris,Agroscope Changins,4,-0.009999999999999998,quadrat,T0-T3,DIST
Rumex_acetosa,Agroscope Changins,1,-1.734723475976807e-18,quadrat,T0-T3,DIST
Rumex_acetosa,Agroscope Changins,2,-0.01,quadrat,T0-T3,DIST
Rumex_acetosa,Agroscope Changins,3,0.039999999999999994,quadrat,T0-T3,DIST
Rumex_acetosa,Agroscope Changins,4,0.036000000000000004,quadrat,T0-T3,DIST
Taraxacum_officinale,Agroscope Changins,1,0.01,quadrat,T0-T3,DIST
Taraxacum_officinale,Agroscope Changins,2,-0.005,quadrat,T0-T3,DIST
Taraxacum_officinale,Agroscope Changins,4,-0.02,quadrat,T0-T3,DIST
Tragopogon_pratensis,Agroscope Changins,1,0.01,quadrat,T0-T3,DIST
Tragopogon_pratensis,Agroscope Changins,3,0.005,quadrat,T0-T3,DIST
Trifolium_pratense,Agroscope Changins,1,0,quadrat,T0-T3,DIST
Trifolium_pratense,Agroscope Changins,2,0.059999999999999984,quadrat,T0-T3,DIST
Trifolium_pratense,Agroscope Changins,3,-0.14999999999999997,quadrat,T0-T3,DIST
Trifolium_pratense,Agroscope Changins,4,-0.13,quadrat,T0-T3,DIST
Trifolium_repens,Agroscope Changins,2,0,quadrat,T0-T3,DIST
Trisetum_flavescens,Agroscope Changins,1,-0.04000000000000001,quadrat,T0-T3,DIST
Trisetum_flavescens,Agroscope Changins,2,-0.025,quadrat,T0-T3,DIST
Trisetum_flavescens,Agroscope Changins,3,-0.020000000000000004,quadrat,T0-T3,DIST
Trisetum_flavescens,Agroscope Changins,4,0,quadrat,T0-T3,DIST
Veronica_arvensis,Agroscope Changins,4,0.001,quadrat,T0-T3,DIST
Veronica_serpyllifolia,Agroscope Changins,3,0.005,quadrat,T0-T3,DIST
Veronica_serpyllifolia,Agroscope Changins,4,-0.005,quadrat,T0-T3,DIST
Vicia_sativa,Agroscope Changins,1,-0.015,quadrat,T0-T3,DIST
Vicia_sativa,Agroscope Changins,2,-0.014999999999999996,quadrat,T0-T3,DIST
Vicia_sativa,Agroscope Changins,4,-0.014999999999999998,quadrat,T0-T3,DIST
Vicia_sativa,Agroscope Changins,3,-0.005,quadrat,T0-T3,DIST
Agrostis_stolonifera,Ainsdale Dune Slacks,1,-0.0195,quadrat,T0-T3,DIST
Agrostis_stolonifera,Ainsdale Dune Slacks,2,-0.0145,quadrat,T0-T3,DIST
Agrostis_stolonifera,Ainsdale Dune Slacks,3,0,quadrat,T0-T3,DIST
Arrhenatherum_elatius,Ainsdale Dune Slacks,2,0.002,quadrat,T0-T3,DIST
Arrhenatherum_elatius,Ainsdale Dune Slacks,1,-0.0035,quadrat,T0-T3,DIST
Carex_flacca,Ainsdale Dune Slacks,1,0.008,quadrat,T0-T3,DIST
Carex_flacca,Ainsdale Dune Slacks,2,0.071,quadrat,T0-T3,DIST
Carex_flacca,Ainsdale Dune Slacks,3,-0.02,quadrat,T0-T3,DIST
Carex_nigra,Ainsdale Dune Slacks,1,-0.04999999999999999,quadrat,T0-T3,DIST
Carex_nigra,Ainsdale Dune Slacks,2,-0.03,quadrat,T0-T3,DIST
Carex_nigra,Ainsdale Dune Slacks,3,0.08,quadrat,T0-T3,DIST
Cirsium_palustre,Ainsdale Dune Slacks,2,0.003,quadrat,T0-T3,DIST
Epilobium_palustre,Ainsdale Dune Slacks,1,-0.005,quadrat,T0-T3,DIST
Epilobium_palustre,Ainsdale Dune Slacks,3,-0.01,quadrat,T0-T3,DIST
Equisetum_arvense,Ainsdale Dune Slacks,1,-0.015000000000000006,quadrat,T0-T3,DIST
Equisetum_arvense,Ainsdale Dune Slacks,2,0.035,quadrat,T0-T3,DIST
Equisetum_arvense,Ainsdale Dune Slacks,3,-0.045000000000000005,quadrat,T0-T3,DIST
Equisetum_palustre,Ainsdale Dune Slacks,1,0.21,quadrat,T0-T3,DIST
Equisetum_palustre,Ainsdale Dune Slacks,2,-0.035,quadrat,T0-T3,DIST
Equisetum_palustre,Ainsdale Dune Slacks,3,0,quadrat,T0-T3,DIST
Equisetum_variegatum,Ainsdale Dune Slacks,2,0.001,quadrat,T0-T3,DIST
Filipendula_ulmaria,Ainsdale Dune Slacks,2,-0.005,quadrat,T0-T3,DIST
Filipendula_ulmaria,Ainsdale Dune Slacks,3,-0.175,quadrat,T0-T3,DIST
Galium_palustre,Ainsdale Dune Slacks,3,0.001,quadrat,T0-T3,DIST
Galium_palustre,Ainsdale Dune Slacks,1,-0.002,quadrat,T0-T3,DIST
Holcus_lanatus,Ainsdale Dune Slacks,1,-0.0055,quadrat,T0-T3,DIST
Holcus_lanatus,Ainsdale Dune Slacks,2,0.001,quadrat,T0-T3,DIST
Holcus_lanatus,Ainsdale Dune Slacks,3,0.002,quadrat,T0-T3,DIST
Hydrocotyle_vulgaris,Ainsdale Dune Slacks,1,-0.04500000000000004,quadrat,T0-T3,DIST
Hydrocotyle_vulgaris,Ainsdale Dune Slacks,2,-0.25000000000000006,quadrat,T0-T3,DIST
Hydrocotyle_vulgaris,Ainsdale Dune Slacks,3,0.44999999999999996,quadrat,T0-T3,DIST
Hypericum_tetrapterum,Ainsdale Dune Slacks,2,0.05,quadrat,T0-T3,DIST
Hypericum_tetrapterum,Ainsdale Dune Slacks,1,-0.01,quadrat,T0-T3,DIST
Juncus_articulatus,Ainsdale Dune Slacks,2,-0.01,quadrat,T0-T3,DIST
Lotus_corniculatus,Ainsdale Dune Slacks,2,-0.017499999999999998,quadrat,T0-T3,DIST
Lotus_corniculatus,Ainsdale Dune Slacks,3,0.02,quadrat,T0-T3,DIST
Lotus_corniculatus,Ainsdale Dune Slacks,1,-0.01,quadrat,T0-T3,DIST
Lotus_pedunculatus,Ainsdale Dune Slacks,1,-0.0195,quadrat,T0-T3,DIST
Lotus_pedunculatus,Ainsdale Dune Slacks,2,0,quadrat,T0-T3,DIST
Lotus_pedunculatus,Ainsdale Dune Slacks,3,0.02,quadrat,T0-T3,DIST
Luzula_campestris,Ainsdale Dune Slacks,1,0.1,quadrat,T0-T3,DIST
Lysimachia_tenella,Ainsdale Dune Slacks,2,0.13,quadrat,T0-T3,DIST
Mentha_aquatica,Ainsdale Dune Slacks,1,0.065,quadrat,T0-T3,DIST
Mentha_aquatica,Ainsdale Dune Slacks,2,0.020000000000000004,quadrat,T0-T3,DIST
Mentha_aquatica,Ainsdale Dune Slacks,3,-0.05000000000000001,quadrat,T0-T3,DIST
Poa_pratensis,Ainsdale Dune Slacks,1,-0.005,quadrat,T0-T3,DIST
Potentilla_mixta,Ainsdale Dune Slacks,3,0.03,quadrat,T0-T3,DIST
Pseudoscleropodium_purum,Ainsdale Dune Slacks,2,-0.01,quadrat,T0-T3,DIST
Pulicaria_dysenterica,Ainsdale Dune Slacks,1,0.010000000000000002,quadrat,T0-T3,DIST
Pulicaria_dysenterica,Ainsdale Dune Slacks,2,0.0050000000000000044,quadrat,T0-T3,DIST
Pulicaria_dysenterica,Ainsdale Dune Slacks,3,0.0125,quadrat,T0-T3,DIST
Ranunculus_repens,Ainsdale Dune Slacks,3,-0.01,quadrat,T0-T3,DIST
Rubus_caesius,Ainsdale Dune Slacks,1,-0.024999999999999994,quadrat,T0-T3,DIST
Rubus_caesius,Ainsdale Dune Slacks,2,-0.15000000000000002,quadrat,T0-T3,DIST
Rubus_caesius,Ainsdale Dune Slacks,3,-0.03,quadrat,T0-T3,DIST
Salix_repens,Ainsdale Dune Slacks,1,-0.04999999999999999,quadrat,T0-T3,DIST
Salix_repens,Ainsdale Dune Slacks,2,0.19999999999999996,quadrat,T0-T3,DIST
Salix_repens,Ainsdale Dune Slacks,3,-0.025000000000000022,quadrat,T0-T3,DIST
Sonchus_arvensis,Ainsdale Dune Slacks,2,0.005,quadrat,T0-T3,DIST
Trifolium_repens,Ainsdale Dune Slacks,2,0.02,quadrat,T0-T3,DIST
Acis_trichophylla,Algaida,1,0.01,quadrat,T0-T3,DIST
Acis_trichophylla,Algaida,2,0.01,quadrat,T0-T3,DIST
Acis_trichophylla,Algaida,3,0.01,quadrat,T0-T3,DIST
Bellardia_trixago,Algaida,1,-0.019999999999999997,quadrat,T0-T3,DIST
Bellardia_trixago,Algaida,3,-0.01,quadrat,T0-T3,DIST
Bellardia_trixago,Algaida,2,-0.01,quadrat,T0-T3,DIST
Carduus_meonanthus,Algaida,2,-0.019999999999999997,quadrat,T0-T3,DIST
Centaurium_erythraea,Algaida,1,-0.01,quadrat,T0-T3,DIST
Centaurium_erythraea,Algaida,2,0.01,quadrat,T0-T3,DIST
Centranthus_calcitrapa,Algaida,3,-0.01,quadrat,T0-T3,DIST
Centranthus_calcitrapa,Algaida,1,0.03,quadrat,T0-T3,DIST
Chaetopogon_fasciculatus,Algaida,1,0.010000000000000002,quadrat,T0-T3,DIST
Chaetopogon_fasciculatus,Algaida,2,0.049999999999999975,quadrat,T0-T3,DIST
Chaetopogon_fasciculatus,Algaida,3,0,quadrat,T0-T3,DIST
Cuscuta_epithymum,Algaida,2,0.02,quadrat,T0-T3,DIST
Dipcadi_serotinum,Algaida,1,-0.01,quadrat,T0-T3,DIST
Dipcadi_serotinum,Algaida,2,-0.01,quadrat,T0-T3,DIST
Dipcadi_serotinum,Algaida,3,-0.01,quadrat,T0-T3,DIST
Echium_vulgare,Algaida,1,-0.51,quadrat,T0-T3,DIST
Echium_vulgare,Algaida,2,0.04999999999999999,quadrat,T0-T3,DIST
Echium_vulgare,Algaida,3,0.03,quadrat,T0-T3,DIST
Erodium_moschatum,Algaida,1,0.01,quadrat,T0-T3,DIST
Erodium_moschatum,Algaida,3,-0.01,quadrat,T0-T3,DIST
Heliotropium_europaeum,Algaida,1,0.04,quadrat,T0-T3,DIST
Heliotropium_europaeum,Algaida,3,0.01,quadrat,T0-T3,DIST
Hypochaeris_glabra,Algaida,1,0.019999999999999997,quadrat,T0-T3,DIST
Hypochaeris_glabra,Algaida,2,0.01,quadrat,T0-T3,DIST
Jacobaea_vulgaris,Algaida,1,0.01,quadrat,T0-T3,DIST
Jacobaea_vulgaris,Algaida,2,-0.01,quadrat,T0-T3,DIST
Leontodon_longirostris,Algaida,1,0.13,quadrat,T0-T3,DIST
Leontodon_longirostris,Algaida,2,-0.5199999999999999,quadrat,T0-T3,DIST
Leontodon_longirostris,Algaida,3,-0.48,quadrat,T0-T3,DIST
Lotus_corniculatus,Algaida,2,0.01,quadrat,T0-T3,DIST
Lysimachia_arvensis,Algaida,1,0.060000000000000005,quadrat,T0-T3,DIST
Lysimachia_arvensis,Algaida,2,-0.10999999999999999,quadrat,T0-T3,DIST
Lysimachia_arvensis,Algaida,3,-0.14,quadrat,T0-T3,DIST
Lythrum_thymifolia,Algaida,1,-0.01,quadrat,T0-T3,DIST
Lythrum_thymifolia,Algaida,2,0,quadrat,T0-T3,DIST
Medicago_littoralis,Algaida,3,-0.02,quadrat,T0-T3,DIST
Narcissus_obsoletus,Algaida,1,0.019999999999999997,quadrat,T0-T3,DIST
Narcissus_obsoletus,Algaida,2,-0.01,quadrat,T0-T3,DIST
Narcissus_obsoletus,Algaida,3,-0.01,quadrat,T0-T3,DIST
Plantago_coronopus,Algaida,1,-0.17,quadrat,T0-T3,DIST
Plantago_coronopus,Algaida,2,0.18000000000000002,quadrat,T0-T3,DIST
Plantago_coronopus,Algaida,3,0.06999999999999999,quadrat,T0-T3,DIST
Ranunculus_repens,Algaida,1,0.02,quadrat,T0-T3,DIST
Rumex_bucephalophorus,Algaida,1,0.01,quadrat,T0-T3,DIST
Rumex_bucephalophorus,Algaida,3,-0.01,quadrat,T0-T3,DIST
Sonchus_tenerrimus,Algaida,3,0.01,quadrat,T0-T3,DIST
Spergularia_rubra,Algaida,3,0,quadrat,T0-T3,DIST
Trifolium_campestre,Algaida,1,-0.02,quadrat,T0-T3,DIST
Trifolium_campestre,Algaida,2,0.01,quadrat,T0-T3,DIST
Trifolium_campestre,Algaida,3,-0.03,quadrat,T0-T3,DIST
Trifolium_pratense,Algaida,2,-0.01,quadrat,T0-T3,DIST
Trifolium_resupinatum,Algaida,3,0,quadrat,T0-T3,DIST
Trifolium_resupinatum,Algaida,1,-0.01,quadrat,T0-T3,DIST
Trifolium_stellatum,Algaida,1,-0.01,quadrat,T0-T3,DIST
Vulpia_geniculata,Algaida,1,-0.24000000000000002,quadrat,T0-T3,DIST
Vulpia_geniculata,Algaida,2,-0.08,quadrat,T0-T3,DIST
Vulpia_geniculata,Algaida,3,0,quadrat,T0-T3,DIST
Amphicarpum_muehlenbergianum,Archbold Biological Station,2,-0.02,quadrat,T0-T3,DIST
Andropogon_glomeratus,Archbold Biological Station,1,-0.02,quadrat,T0-T3,DIST
Axonopus_furcatus,Archbold Biological Station,1,0.02,quadrat,T0-T3,DIST
Axonopus_furcatus,Archbold Biological Station,3,0.02,quadrat,T0-T3,DIST
Carphephorus_carphephorus,Archbold Biological Station,2,-0.11000000000000001,quadrat,T0-T3,DIST
Cyperus_retrorsus,Archbold Biological Station,2,-0.04,quadrat,T0-T3,DIST
Cyperus_retrorsus,Archbold Biological Station,3,-0.02,quadrat,T0-T3,DIST
Dichanthelium_glabrifolium,Archbold Biological Station,2,0.02,quadrat,T0-T3,DIST
Dichanthelium_glabrifolium,Archbold Biological Station,3,0.07,quadrat,T0-T3,DIST
Dichanthelium_webberianum,Archbold Biological Station,1,0.47,quadrat,T0-T3,DIST
Dichanthelium_webberianum,Archbold Biological Station,2,0.77,quadrat,T0-T3,DIST
Dichanthelium_webberianum,Archbold Biological Station,3,0.11,quadrat,T0-T3,DIST
Eleocharis_baldwinii,Archbold Biological Station,1,-0.08,quadrat,T0-T3,DIST
Eleocharis_baldwinii,Archbold Biological Station,2,0,quadrat,T0-T3,DIST
Eleocharis_baldwinii,Archbold Biological Station,3,0.03,quadrat,T0-T3,DIST
Eleocharis_vivipara,Archbold Biological Station,1,0.03,quadrat,T0-T3,DIST
Eupatorium_mohrii,Archbold Biological Station,1,0,quadrat,T0-T3,DIST
Eupatorium_mohrii,Archbold Biological Station,3,0.01,quadrat,T0-T3,DIST
Euthamia_caroliniana,Archbold Biological Station,1,-0.01,quadrat,T0-T3,DIST
Galactia_elliottii,Archbold Biological Station,1,-0.28,quadrat,T0-T3,DIST
Galactia_elliottii,Archbold Biological Station,3,-0.02,quadrat,T0-T3,DIST
Galactia_elliottii,Archbold Biological Station,2,0.009999999999999998,quadrat,T0-T3,DIST
Gaylussacia_dumosa,Archbold Biological Station,3,0.04999999999999999,quadrat,T0-T3,DIST
Hypericum_edisonianum,Archbold Biological Station,1,0,quadrat,T0-T3,DIST
Hypericum_edisonianum,Archbold Biological Station,2,-0.16,quadrat,T0-T3,DIST
Hypericum_edisonianum,Archbold Biological Station,3,-0.07999999999999999,quadrat,T0-T3,DIST
Hypericum_reductum,Archbold Biological Station,3,0.01,quadrat,T0-T3,DIST
Ludwigia_maritima,Archbold Biological Station,1,0.01,quadrat,T0-T3,DIST
Oldenlandia_uniflora,Archbold Biological Station,1,0.01,quadrat,T0-T3,DIST
Oldenlandia_uniflora,Archbold Biological Station,2,-0.01,quadrat,T0-T3,DIST
Oldenlandia_uniflora,Archbold Biological Station,3,0.02,quadrat,T0-T3,DIST
Pityopsis_graminifolia,Archbold Biological Station,3,-0.05,quadrat,T0-T3,DIST
Polygala_rugelii,Archbold Biological Station,2,-0.05,quadrat,T0-T3,DIST
Pterocaulon_pycnostachyum,Archbold Biological Station,1,0.01,quadrat,T0-T3,DIST
Pterocaulon_pycnostachyum,Archbold Biological Station,3,-0.04,quadrat,T0-T3,DIST
Quercus_minima,Archbold Biological Station,2,-0.23,quadrat,T0-T3,DIST
Quercus_minima,Archbold Biological Station,3,-0.040000000000000036,quadrat,T0-T3,DIST
Rhexia_mariana,Archbold Biological Station,3,-0.02,quadrat,T0-T3,DIST
Rhexia_mariana,Archbold Biological Station,1,-0.03,quadrat,T0-T3,DIST
Schizachyrium_rhizomatum,Archbold Biological Station,1,0.07999999999999999,quadrat,T0-T3,DIST
Schizachyrium_rhizomatum,Archbold Biological Station,2,-0.37,quadrat,T0-T3,DIST
Schizachyrium_rhizomatum,Archbold Biological Station,3,-0.2,quadrat,T0-T3,DIST
Scleria_pauciflora,Archbold Biological Station,1,0.01,quadrat,T0-T3,DIST
Scleria_reticularis,Archbold Biological Station,1,-0.04,quadrat,T0-T3,DIST
Smilax_bona-nox,Archbold Biological Station,1,-0.04,quadrat,T0-T3,DIST
Achillea_millefolium,Bad Lauchstaedt,2,-0.020000000000000004,quadrat,T0-T3,DIST
Achillea_millefolium,Bad Lauchstaedt,3,-0.1,quadrat,T0-T3,DIST
Arenaria_serpyllifolia,Bad Lauchstaedt,2,0,quadrat,T0-T3,DIST
Arenaria_serpyllifolia,Bad Lauchstaedt,1,0,quadrat,T0-T3,DIST
Bromus_erectus,Bad Lauchstaedt,1,-0.005,quadrat,T0-T3,DIST
Bromus_hordeaceus,Bad Lauchstaedt,1,0.005,quadrat,T0-T3,DIST
Bromus_hordeaceus,Bad Lauchstaedt,2,-0.005,quadrat,T0-T3,DIST
Bromus_hordeaceus,Bad Lauchstaedt,3,0,quadrat,T0-T3,DIST
Bromus_sterilis,Bad Lauchstaedt,1,0.045000000000000005,quadrat,T0-T3,DIST
Bromus_sterilis,Bad Lauchstaedt,2,0.005,quadrat,T0-T3,DIST
Bromus_sterilis,Bad Lauchstaedt,3,0,quadrat,T0-T3,DIST
Calamagrostis_epigejos,Bad Lauchstaedt,3,-0.09,quadrat,T0-T3,DIST
Capsella_bursa-pastoris,Bad Lauchstaedt,1,0.005,quadrat,T0-T3,DIST
Cerastium_fontanum,Bad Lauchstaedt,3,-0.005,quadrat,T0-T3,DIST
Cerastium_fontanum,Bad Lauchstaedt,2,0.06,quadrat,T0-T3,DIST
Cerastium_glomeratum,Bad Lauchstaedt,1,0.005,quadrat,T0-T3,DIST
Cerastium_glomeratum,Bad Lauchstaedt,2,0.005,quadrat,T0-T3,DIST
Chenopodium_album,Bad Lauchstaedt,1,0.005,quadrat,T0-T3,DIST
Chenopodium_album,Bad Lauchstaedt,2,-0.005,quadrat,T0-T3,DIST
Cirsium_arvense,Bad Lauchstaedt,2,0.07,quadrat,T0-T3,DIST
Cirsium_arvense,Bad Lauchstaedt,3,0.030000000000000006,quadrat,T0-T3,DIST
Cirsium_arvense,Bad Lauchstaedt,1,0.019999999999999997,quadrat,T0-T3,DIST
Cirsium_vulgare,Bad Lauchstaedt,3,0.005,quadrat,T0-T3,DIST
Conyza_canadensis,Bad Lauchstaedt,2,0.03,quadrat,T0-T3,DIST
Conyza_canadensis,Bad Lauchstaedt,3,0.01,quadrat,T0-T3,DIST
Conyza_canadensis,Bad Lauchstaedt,1,0.02,quadrat,T0-T3,DIST
Crepis_biennis,Bad Lauchstaedt,1,-0.18,quadrat,T0-T3,DIST
Crepis_biennis,Bad Lauchstaedt,2,-0.18,quadrat,T0-T3,DIST
Crepis_biennis,Bad Lauchstaedt,3,-0.13999999999999999,quadrat,T0-T3,DIST
Dactylis_glomerata,Bad Lauchstaedt,1,-0.1,quadrat,T0-T3,DIST
Dactylis_glomerata,Bad Lauchstaedt,2,-0.005,quadrat,T0-T3,DIST
Dactylis_glomerata,Bad Lauchstaedt,3,-0.01,quadrat,T0-T3,DIST
Daucus_carota,Bad Lauchstaedt,3,-0.005,quadrat,T0-T3,DIST
Daucus_carota,Bad Lauchstaedt,2,0.08,quadrat,T0-T3,DIST
Elymus_repens,Bad Lauchstaedt,1,0.04,quadrat,T0-T3,DIST
Elymus_repens,Bad Lauchstaedt,3,0.24,quadrat,T0-T3,DIST
Epilobium_tetragonum,Bad Lauchstaedt,1,-0.005,quadrat,T0-T3,DIST
Fallopia_convolvulus,Bad Lauchstaedt,1,0.01,quadrat,T0-T3,DIST
Fallopia_convolvulus,Bad Lauchstaedt,2,0.015,quadrat,T0-T3,DIST
Fallopia_convolvulus,Bad Lauchstaedt,3,0.005,quadrat,T0-T3,DIST
Festuca_rubra,Bad Lauchstaedt,3,-0.01,quadrat,T0-T3,DIST
Geum_urbanum,Bad Lauchstaedt,2,-0.005,quadrat,T0-T3,DIST
Lactuca_serriola,Bad Lauchstaedt,2,0.005,quadrat,T0-T3,DIST
Leucanthemum_vulgare,Bad Lauchstaedt,3,-0.005,quadrat,T0-T3,DIST
Lolium_perenne,Bad Lauchstaedt,1,-0.135,quadrat,T0-T3,DIST
Lolium_perenne,Bad Lauchstaedt,2,-0.13,quadrat,T0-T3,DIST
