Taxon,site_name,block,BACI,group_var,time,trt
Equisetum_arvense,Ainsdale Dune Slacks,1,-0.010000000000000002,quadrat,T0-T1,DIST
Equisetum_arvense,Ainsdale Dune Slacks,2,0.135,quadrat,T0-T1,DIST
Equisetum_arvense,Ainsdale Dune Slacks,3,-0.020000000000000004,quadrat,T0-T1,DIST
Equisetum_palustre,Ainsdale Dune Slacks,1,0.13499999999999998,quadrat,T0-T1,DIST
Equisetum_palustre,Ainsdale Dune Slacks,2,-0.009999999999999995,quadrat,T0-T1,DIST
Equisetum_palustre,Ainsdale Dune Slacks,3,0.04000000000000001,quadrat,T0-T1,DIST
Equisetum_variegatum,Ainsdale Dune Slacks,2,-0.009000000000000001,quadrat,T0-T1,DIST
Equisetum_variegatum,Ainsdale Dune Slacks,3,-0.01,quadrat,T0-T1,DIST
Festuca_rubra,Ainsdale Dune Slacks,2,-0.01,quadrat,T0-T1,DIST
Festuca_rubra,Ainsdale Dune Slacks,3,-0.01,quadrat,T0-T1,DIST
Festuca_rubra,Ainsdale Dune Slacks,1,0.01,quadrat,T0-T1,DIST
Filipendula_ulmaria,Ainsdale Dune Slacks,2,-0.005,quadrat,T0-T1,DIST
Filipendula_ulmaria,Ainsdale Dune Slacks,3,-0.15999999999999998,quadrat,T0-T1,DIST
Galium_palustre,Ainsdale Dune Slacks,3,0.001,quadrat,T0-T1,DIST
Galium_palustre,Ainsdale Dune Slacks,1,-0.002,quadrat,T0-T1,DIST
Galium_palustre,Ainsdale Dune Slacks,2,0.01,quadrat,T0-T1,DIST
Holcus_lanatus,Ainsdale Dune Slacks,1,0.0395,quadrat,T0-T1,DIST
Holcus_lanatus,Ainsdale Dune Slacks,2,0.001,quadrat,T0-T1,DIST
Holcus_lanatus,Ainsdale Dune Slacks,3,0.002,quadrat,T0-T1,DIST
Hydrocotyle_vulgaris,Ainsdale Dune Slacks,1,-0.010000000000000037,quadrat,T0-T1,DIST
Hydrocotyle_vulgaris,Ainsdale Dune Slacks,2,-8.326672684688674e-17,quadrat,T0-T1,DIST
Hydrocotyle_vulgaris,Ainsdale Dune Slacks,3,0.25499999999999995,quadrat,T0-T1,DIST
Hypericum_tetrapterum,Ainsdale Dune Slacks,2,0.030000000000000006,quadrat,T0-T1,DIST
Hypericum_tetrapterum,Ainsdale Dune Slacks,1,0.025,quadrat,T0-T1,DIST
Hypericum_tetrapterum,Ainsdale Dune Slacks,3,0.01,quadrat,T0-T1,DIST
Jacobaea_vulgaris,Ainsdale Dune Slacks,3,0.01,quadrat,T0-T1,DIST
Juncus_articulatus,Ainsdale Dune Slacks,1,0.01,quadrat,T0-T1,DIST
Juncus_articulatus,Ainsdale Dune Slacks,2,0.03,quadrat,T0-T1,DIST
Kindbergia_praelonga,Ainsdale Dune Slacks,1,0,quadrat,T0-T1,DIST
Linum_catharticum,Ainsdale Dune Slacks,2,0.01,quadrat,T0-T1,DIST
Lotus_corniculatus,Ainsdale Dune Slacks,1,0,quadrat,T0-T1,DIST
Lotus_corniculatus,Ainsdale Dune Slacks,2,-0.012499999999999999,quadrat,T0-T1,DIST
Lotus_corniculatus,Ainsdale Dune Slacks,3,0.02,quadrat,T0-T1,DIST
Lotus_pedunculatus,Ainsdale Dune Slacks,1,0.010499999999999999,quadrat,T0-T1,DIST
Lotus_pedunculatus,Ainsdale Dune Slacks,2,0,quadrat,T0-T1,DIST
Lotus_pedunculatus,Ainsdale Dune Slacks,3,0.03,quadrat,T0-T1,DIST
Luzula_campestris,Ainsdale Dune Slacks,1,0.1,quadrat,T0-T1,DIST
Lysimachia_tenella,Ainsdale Dune Slacks,2,0.14,quadrat,T0-T1,DIST
Lysimachia_tenella,Ainsdale Dune Slacks,1,0.02,quadrat,T0-T1,DIST
Lysimachia_tenella,Ainsdale Dune Slacks,3,0.01,quadrat,T0-T1,DIST
Mentha_aquatica,Ainsdale Dune Slacks,1,0.08,quadrat,T0-T1,DIST
Mentha_aquatica,Ainsdale Dune Slacks,2,-0.025,quadrat,T0-T1,DIST
Mentha_aquatica,Ainsdale Dune Slacks,3,-0.02000000000000001,quadrat,T0-T1,DIST
Parentucellia_viscosa,Ainsdale Dune Slacks,1,0.01,quadrat,T0-T1,DIST
Plantago_lanceolata,Ainsdale Dune Slacks,2,-0.01,quadrat,T0-T1,DIST
Plantago_lanceolata,Ainsdale Dune Slacks,1,0.02,quadrat,T0-T1,DIST
Poa_pratensis,Ainsdale Dune Slacks,1,-0.005,quadrat,T0-T1,DIST
Potentilla_mixta,Ainsdale Dune Slacks,3,0,quadrat,T0-T1,DIST
Prunella_vulgaris,Ainsdale Dune Slacks,2,-0.025,quadrat,T0-T1,DIST
Prunella_vulgaris,Ainsdale Dune Slacks,3,0,quadrat,T0-T1,DIST
Prunella_vulgaris,Ainsdale Dune Slacks,1,0.01,quadrat,T0-T1,DIST
Pseudoscleropodium_purum,Ainsdale Dune Slacks,2,-0.02,quadrat,T0-T1,DIST
Pulicaria_dysenterica,Ainsdale Dune Slacks,1,-0.039999999999999994,quadrat,T0-T1,DIST
Pulicaria_dysenterica,Ainsdale Dune Slacks,2,-0.03,quadrat,T0-T1,DIST
Pulicaria_dysenterica,Ainsdale Dune Slacks,3,0.0024999999999999988,quadrat,T0-T1,DIST
Ranunculus_flammula,Ainsdale Dune Slacks,1,0.01,quadrat,T0-T1,DIST
Ranunculus_repens,Ainsdale Dune Slacks,1,0.015,quadrat,T0-T1,DIST
Ranunculus_repens,Ainsdale Dune Slacks,2,0.01,quadrat,T0-T1,DIST
Ranunculus_repens,Ainsdale Dune Slacks,3,0,quadrat,T0-T1,DIST
Rubus_caesius,Ainsdale Dune Slacks,1,-0.13,quadrat,T0-T1,DIST
Rubus_caesius,Ainsdale Dune Slacks,2,-0.23000000000000004,quadrat,T0-T1,DIST
Rubus_caesius,Ainsdale Dune Slacks,3,-0.07,quadrat,T0-T1,DIST
Salix_repens,Ainsdale Dune Slacks,1,-0.175,quadrat,T0-T1,DIST
Salix_repens,Ainsdale Dune Slacks,2,0.15999999999999995,quadrat,T0-T1,DIST
Salix_repens,Ainsdale Dune Slacks,3,-0.22000000000000003,quadrat,T0-T1,DIST
Sonchus_arvensis,Ainsdale Dune Slacks,2,0.034999999999999996,quadrat,T0-T1,DIST
Sonchus_arvensis,Ainsdale Dune Slacks,1,0.01,quadrat,T0-T1,DIST
Sonchus_arvensis,Ainsdale Dune Slacks,3,0.04,quadrat,T0-T1,DIST
Trifolium_repens,Ainsdale Dune Slacks,2,-0.009999999999999998,quadrat,T0-T1,DIST
Trifolium_repens,Ainsdale Dune Slacks,1,0.01,quadrat,T0-T1,DIST
Acis_trichophylla,Algaida,1,0.01,quadrat,T0-T1,DIST
Acis_trichophylla,Algaida,2,0.01,quadrat,T0-T1,DIST
Acis_trichophylla,Algaida,3,0.01,quadrat,T0-T1,DIST
Bellardia_trixago,Algaida,1,0,quadrat,T0-T1,DIST
Bellardia_trixago,Algaida,3,-0.01,quadrat,T0-T1,DIST
Bellardia_trixago,Algaida,2,-0.01,quadrat,T0-T1,DIST
Briza_minor,Algaida,3,0.01,quadrat,T0-T1,DIST
Carduus_meonanthus,Algaida,2,0.01,quadrat,T0-T1,DIST
Centaurium_erythraea,Algaida,1,-0.01,quadrat,T0-T1,DIST
Centaurium_erythraea,Algaida,2,0,quadrat,T0-T1,DIST
Centaurium_erythraea,Algaida,3,0.01,quadrat,T0-T1,DIST
Chaetopogon_fasciculatus,Algaida,1,-0.44,quadrat,T0-T1,DIST
Chaetopogon_fasciculatus,Algaida,2,-0.13,quadrat,T0-T1,DIST
Chaetopogon_fasciculatus,Algaida,3,-0.5499999999999999,quadrat,T0-T1,DIST
Crepis_capillaris,Algaida,1,0,quadrat,T0-T1,DIST
Crepis_capillaris,Algaida,3,-0.01,quadrat,T0-T1,DIST
Crepis_capillaris,Algaida,2,0.01,quadrat,T0-T1,DIST
Cuscuta_epithymum,Algaida,2,0.02,quadrat,T0-T1,DIST
Echium_vulgare,Algaida,1,-0.03,quadrat,T0-T1,DIST
Echium_vulgare,Algaida,2,0.01,quadrat,T0-T1,DIST
Erodium_moschatum,Algaida,1,0.02,quadrat,T0-T1,DIST
Hypochaeris_glabra,Algaida,1,0.019999999999999997,quadrat,T0-T1,DIST
Hypochaeris_glabra,Algaida,2,0.02,quadrat,T0-T1,DIST
Jacobaea_vulgaris,Algaida,1,0,quadrat,T0-T1,DIST
Jacobaea_vulgaris,Algaida,2,0.01,quadrat,T0-T1,DIST
Leontodon_longirostris,Algaida,1,0.29000000000000004,quadrat,T0-T1,DIST
Leontodon_longirostris,Algaida,2,0.09,quadrat,T0-T1,DIST
Leontodon_longirostris,Algaida,3,-0.07,quadrat,T0-T1,DIST
Lotus_corniculatus,Algaida,2,0.01,quadrat,T0-T1,DIST
Lysimachia_arvensis,Algaida,1,0.060000000000000005,quadrat,T0-T1,DIST
Lysimachia_arvensis,Algaida,2,0.01,quadrat,T0-T1,DIST
Lysimachia_arvensis,Algaida,3,-0.04,quadrat,T0-T1,DIST
Lythrum_junceum,Algaida,1,-0.01,quadrat,T0-T1,DIST
Lythrum_junceum,Algaida,2,0,quadrat,T0-T1,DIST
Lythrum_junceum,Algaida,3,0,quadrat,T0-T1,DIST
Plantago_coronopus,Algaida,1,3.469446951953614e-18,quadrat,T0-T1,DIST
Plantago_coronopus,Algaida,2,0.09,quadrat,T0-T1,DIST
Plantago_coronopus,Algaida,3,-0.06999999999999999,quadrat,T0-T1,DIST
Rumex_bucephalophorus,Algaida,1,0.01,quadrat,T0-T1,DIST
Sonchus_tenerrimus,Algaida,2,0.01,quadrat,T0-T1,DIST
Spergularia_rubra,Algaida,1,-0.01,quadrat,T0-T1,DIST
Spergularia_rubra,Algaida,3,0.01,quadrat,T0-T1,DIST
Trifolium_campestre,Algaida,1,0,quadrat,T0-T1,DIST
Trifolium_campestre,Algaida,2,0.01,quadrat,T0-T1,DIST
Trifolium_campestre,Algaida,3,-0.02,quadrat,T0-T1,DIST
Trifolium_pratense,Algaida,2,-0.01,quadrat,T0-T1,DIST
Trifolium_resupinatum,Algaida,3,0.01,quadrat,T0-T1,DIST
Trifolium_resupinatum,Algaida,1,-0.01,quadrat,T0-T1,DIST
Trifolium_resupinatum,Algaida,2,0.01,quadrat,T0-T1,DIST
Trifolium_stellatum,Algaida,1,-0.01,quadrat,T0-T1,DIST
Trifolium_stellatum,Algaida,3,-0.01,quadrat,T0-T1,DIST
Vulpia_geniculata,Algaida,1,-0.14,quadrat,T0-T1,DIST
Vulpia_geniculata,Algaida,2,-0.32999999999999996,quadrat,T0-T1,DIST
Vulpia_geniculata,Algaida,3,-0.37,quadrat,T0-T1,DIST
Amphicarpum_muehlenbergianum,Archbold Biological Station,2,-0.02,quadrat,T0-T1,DIST
Andropogon_glomeratus,Archbold Biological Station,1,-0.02,quadrat,T0-T1,DIST
Axonopus_furcatus,Archbold Biological Station,1,-0.030000000000000006,quadrat,T0-T1,DIST
Axonopus_furcatus,Archbold Biological Station,3,0.02,quadrat,T0-T1,DIST
Carphephorus_carphephorus,Archbold Biological Station,2,-0.06,quadrat,T0-T1,DIST
Dichanthelium_glabrifolium,Archbold Biological Station,1,-0.01,quadrat,T0-T1,DIST
Dichanthelium_glabrifolium,Archbold Biological Station,2,0.05,quadrat,T0-T1,DIST
Dichanthelium_glabrifolium,Archbold Biological Station,3,0.1,quadrat,T0-T1,DIST
Dichanthelium_webberianum,Archbold Biological Station,1,0.67,quadrat,T0-T1,DIST
Dichanthelium_webberianum,Archbold Biological Station,2,0.29000000000000004,quadrat,T0-T1,DIST
Dichanthelium_webberianum,Archbold Biological Station,3,0.4,quadrat,T0-T1,DIST
Eleocharis_baldwinii,Archbold Biological Station,2,0.02,quadrat,T0-T1,DIST
Euthamia_caroliniana,Archbold Biological Station,1,0,quadrat,T0-T1,DIST
Galactia_elliottii,Archbold Biological Station,1,-0.09,quadrat,T0-T1,DIST
Galactia_elliottii,Archbold Biological Station,3,-0.01,quadrat,T0-T1,DIST
Galactia_elliottii,Archbold Biological Station,2,0,quadrat,T0-T1,DIST
Gaylussacia_dumosa,Archbold Biological Station,3,-0.16000000000000003,quadrat,T0-T1,DIST
Hypericum_edisonianum,Archbold Biological Station,1,-0.23,quadrat,T0-T1,DIST
Hypericum_edisonianum,Archbold Biological Station,2,-0.2,quadrat,T0-T1,DIST
Hypericum_edisonianum,Archbold Biological Station,3,-0.35,quadrat,T0-T1,DIST
Hypericum_reductum,Archbold Biological Station,2,0.01,quadrat,T0-T1,DIST
Hypericum_reductum,Archbold Biological Station,3,0.01,quadrat,T0-T1,DIST
Ludwigia_maritima,Archbold Biological Station,1,0.01,quadrat,T0-T1,DIST
Oldenlandia_uniflora,Archbold Biological Station,1,0.01,quadrat,T0-T1,DIST
Oldenlandia_uniflora,Archbold Biological Station,3,0.03,quadrat,T0-T1,DIST
Pityopsis_graminifolia,Archbold Biological Station,3,-0.04,quadrat,T0-T1,DIST
Polygala_rugelii,Archbold Biological Station,2,-0.05,quadrat,T0-T1,DIST
Pterocaulon_pycnostachyum,Archbold Biological Station,1,0,quadrat,T0-T1,DIST
Pterocaulon_pycnostachyum,Archbold Biological Station,3,0.07,quadrat,T0-T1,DIST
Quercus_minima,Archbold Biological Station,2,-0.16000000000000003,quadrat,T0-T1,DIST
Quercus_minima,Archbold Biological Station,3,0.03999999999999998,quadrat,T0-T1,DIST
Rhexia_mariana,Archbold Biological Station,1,-0.03,quadrat,T0-T1,DIST
Schizachyrium_rhizomatum,Archbold Biological Station,1,-0.25,quadrat,T0-T1,DIST
Schizachyrium_rhizomatum,Archbold Biological Station,2,-0.51,quadrat,T0-T1,DIST
Schizachyrium_rhizomatum,Archbold Biological Station,3,-0.19,quadrat,T0-T1,DIST
Scleria_pauciflora,Archbold Biological Station,1,0.01,quadrat,T0-T1,DIST
Scleria_reticularis,Archbold Biological Station,1,-0.01,quadrat,T0-T1,DIST
Smilax_bona-nox,Archbold Biological Station,1,-0.02,quadrat,T0-T1,DIST
Achillea_millefolium,Bad Lauchstaedt,2,0.019999999999999997,quadrat,T0-T1,DIST
Achillea_millefolium,Bad Lauchstaedt,3,-0.07,quadrat,T0-T1,DIST
Arenaria_serpyllifolia,Bad Lauchstaedt,1,-0.005,quadrat,T0-T1,DIST
Bromus_erectus,Bad Lauchstaedt,1,-0.005,quadrat,T0-T1,DIST
Bromus_hordeaceus,Bad Lauchstaedt,1,-0.019999999999999997,quadrat,T0-T1,DIST
Bromus_hordeaceus,Bad Lauchstaedt,2,-0.005,quadrat,T0-T1,DIST
Bromus_hordeaceus,Bad Lauchstaedt,3,-0.015,quadrat,T0-T1,DIST
Bromus_sterilis,Bad Lauchstaedt,1,0,quadrat,T0-T1,DIST
Bromus_sterilis,Bad Lauchstaedt,2,0,quadrat,T0-T1,DIST
Bromus_sterilis,Bad Lauchstaedt,3,-0.005,quadrat,T0-T1,DIST
Calamagrostis_epigejos,Bad Lauchstaedt,3,-0.03,quadrat,T0-T1,DIST
Carduus_acanthoides,Bad Lauchstaedt,3,0.01,quadrat,T0-T1,DIST
Cerastium_fontanum,Bad Lauchstaedt,3,-0.024999999999999998,quadrat,T0-T1,DIST
Cerastium_glomeratum,Bad Lauchstaedt,3,-0.005,quadrat,T0-T1,DIST
Chenopodium_album,Bad Lauchstaedt,1,0.01,quadrat,T0-T1,DIST
Chenopodium_album,Bad Lauchstaedt,2,0,quadrat,T0-T1,DIST
Chenopodium_album,Bad Lauchstaedt,3,0.005,quadrat,T0-T1,DIST
Cirsium_arvense,Bad Lauchstaedt,2,0.08,quadrat,T0-T1,DIST
Cirsium_arvense,Bad Lauchstaedt,3,-0.009999999999999998,quadrat,T0-T1,DIST
Cirsium_arvense,Bad Lauchstaedt,1,0.019999999999999997,quadrat,T0-T1,DIST
Conyza_canadensis,Bad Lauchstaedt,2,-0.005,quadrat,T0-T1,DIST
Conyza_canadensis,Bad Lauchstaedt,3,0.005,quadrat,T0-T1,DIST
Crepis_biennis,Bad Lauchstaedt,1,-0.07,quadrat,T0-T1,DIST
Crepis_biennis,Bad Lauchstaedt,2,-0.01,quadrat,T0-T1,DIST
Crepis_biennis,Bad Lauchstaedt,3,0.04000000000000001,quadrat,T0-T1,DIST
Dactylis_glomerata,Bad Lauchstaedt,1,-0.010000000000000002,quadrat,T0-T1,DIST
Dactylis_glomerata,Bad Lauchstaedt,3,-0.005,quadrat,T0-T1,DIST
