Taxon,site_name,block,BACI,group_var,time,trt
Poa_trivialis,Agroscope Changins,2,-0.015,quadrat,T0-T2,DIST
Poa_trivialis,Agroscope Changins,4,-0.019999999999999997,quadrat,T0-T2,DIST
Polygonum_aviculare,Agroscope Changins,1,0.01,quadrat,T0-T2,DIST
Polygonum_aviculare,Agroscope Changins,2,0.02,quadrat,T0-T2,DIST
Polygonum_aviculare,Agroscope Changins,3,0.01,quadrat,T0-T2,DIST
Polygonum_aviculare,Agroscope Changins,4,0.05,quadrat,T0-T2,DIST
Potentilla_neumanniana,Agroscope Changins,2,0.005,quadrat,T0-T2,DIST
Potentilla_neumanniana,Agroscope Changins,3,0.04000000000000001,quadrat,T0-T2,DIST
Potentilla_neumanniana,Agroscope Changins,4,-0.02,quadrat,T0-T2,DIST
Prunella_vulgaris,Agroscope Changins,3,0.03,quadrat,T0-T2,DIST
Ranunculus_acris,Agroscope Changins,1,0.039999999999999994,quadrat,T0-T2,DIST
Ranunculus_acris,Agroscope Changins,2,-3.469446951953614e-18,quadrat,T0-T2,DIST
Ranunculus_acris,Agroscope Changins,3,0.03,quadrat,T0-T2,DIST
Ranunculus_acris,Agroscope Changins,4,0.02,quadrat,T0-T2,DIST
Rumex_acetosa,Agroscope Changins,1,0.029999999999999995,quadrat,T0-T2,DIST
Rumex_acetosa,Agroscope Changins,2,0,quadrat,T0-T2,DIST
Rumex_acetosa,Agroscope Changins,3,0.02,quadrat,T0-T2,DIST
Rumex_acetosa,Agroscope Changins,4,-0.004,quadrat,T0-T2,DIST
Taraxacum_officinale,Agroscope Changins,1,0.01,quadrat,T0-T2,DIST
Taraxacum_officinale,Agroscope Changins,3,-0.01,quadrat,T0-T2,DIST
Taraxacum_officinale,Agroscope Changins,2,-0.005,quadrat,T0-T2,DIST
Taraxacum_officinale,Agroscope Changins,4,-0.02,quadrat,T0-T2,DIST
Tragopogon_pratensis,Agroscope Changins,1,0.01,quadrat,T0-T2,DIST
Tragopogon_pratensis,Agroscope Changins,3,0.005,quadrat,T0-T2,DIST
Trifolium_pratense,Agroscope Changins,1,0.015,quadrat,T0-T2,DIST
Trifolium_pratense,Agroscope Changins,2,0.06499999999999997,quadrat,T0-T2,DIST
Trifolium_pratense,Agroscope Changins,3,-0.16999999999999996,quadrat,T0-T2,DIST
Trifolium_pratense,Agroscope Changins,4,-0.125,quadrat,T0-T2,DIST
Trifolium_repens,Agroscope Changins,3,-0.015,quadrat,T0-T2,DIST
Trifolium_repens,Agroscope Changins,2,0,quadrat,T0-T2,DIST
Trisetum_flavescens,Agroscope Changins,1,-0.11,quadrat,T0-T2,DIST
Trisetum_flavescens,Agroscope Changins,2,-0.05,quadrat,T0-T2,DIST
Trisetum_flavescens,Agroscope Changins,3,-0.05,quadrat,T0-T2,DIST
Trisetum_flavescens,Agroscope Changins,4,0.04,quadrat,T0-T2,DIST
Veronica_arvensis,Agroscope Changins,4,0.001,quadrat,T0-T2,DIST
Veronica_serpyllifolia,Agroscope Changins,2,0.005,quadrat,T0-T2,DIST
Vicia_sativa,Agroscope Changins,1,-0.015,quadrat,T0-T2,DIST
Vicia_sativa,Agroscope Changins,2,-0.014999999999999996,quadrat,T0-T2,DIST
Vicia_sativa,Agroscope Changins,3,-0.025,quadrat,T0-T2,DIST
Vicia_sativa,Agroscope Changins,4,-0.049999999999999996,quadrat,T0-T2,DIST
Agrostis_stolonifera,Ainsdale Dune Slacks,1,-0.0095,quadrat,T0-T2,DIST
Agrostis_stolonifera,Ainsdale Dune Slacks,2,-0.0045000000000000005,quadrat,T0-T2,DIST
Agrostis_stolonifera,Ainsdale Dune Slacks,3,-0.01,quadrat,T0-T2,DIST
Arrhenatherum_elatius,Ainsdale Dune Slacks,1,-0.0285,quadrat,T0-T2,DIST
Arrhenatherum_elatius,Ainsdale Dune Slacks,2,-0.008,quadrat,T0-T2,DIST
Brachythecium_rutabulum,Ainsdale Dune Slacks,1,-0.01,quadrat,T0-T2,DIST
Brachythecium_rutabulum,Ainsdale Dune Slacks,3,-0.02,quadrat,T0-T2,DIST
Brachythecium_rutabulum,Ainsdale Dune Slacks,2,0.01,quadrat,T0-T2,DIST
Carex_flacca,Ainsdale Dune Slacks,1,0.013,quadrat,T0-T2,DIST
Carex_flacca,Ainsdale Dune Slacks,2,0.086,quadrat,T0-T2,DIST
Carex_flacca,Ainsdale Dune Slacks,3,-0.02,quadrat,T0-T2,DIST
Carex_nigra,Ainsdale Dune Slacks,1,-0.28,quadrat,T0-T2,DIST
Carex_nigra,Ainsdale Dune Slacks,2,-0.21,quadrat,T0-T2,DIST
Carex_nigra,Ainsdale Dune Slacks,3,0.06,quadrat,T0-T2,DIST
Carex_panicea,Ainsdale Dune Slacks,3,-0.01,quadrat,T0-T2,DIST
Cirsium_arvense,Ainsdale Dune Slacks,1,-0.1,quadrat,T0-T2,DIST
Cirsium_palustre,Ainsdale Dune Slacks,2,0.003,quadrat,T0-T2,DIST
Dactylorhiza_incarnata,Ainsdale Dune Slacks,3,-0.03,quadrat,T0-T2,DIST
Epilobium_palustre,Ainsdale Dune Slacks,1,-0.005,quadrat,T0-T2,DIST
Epilobium_palustre,Ainsdale Dune Slacks,3,-0.01,quadrat,T0-T2,DIST
Equisetum_arvense,Ainsdale Dune Slacks,1,-0.04500000000000001,quadrat,T0-T2,DIST
Equisetum_arvense,Ainsdale Dune Slacks,2,-0.03499999999999999,quadrat,T0-T2,DIST
Equisetum_arvense,Ainsdale Dune Slacks,3,-0.26,quadrat,T0-T2,DIST
Equisetum_palustre,Ainsdale Dune Slacks,1,0.07499999999999996,quadrat,T0-T2,DIST
Equisetum_palustre,Ainsdale Dune Slacks,2,-0.024999999999999994,quadrat,T0-T2,DIST
Equisetum_palustre,Ainsdale Dune Slacks,3,0.07499999999999996,quadrat,T0-T2,DIST
Equisetum_variegatum,Ainsdale Dune Slacks,2,0.001,quadrat,T0-T2,DIST
Festuca_rubra,Ainsdale Dune Slacks,2,-0.01,quadrat,T0-T2,DIST
Festuca_rubra,Ainsdale Dune Slacks,3,-0.01,quadrat,T0-T2,DIST
Filipendula_ulmaria,Ainsdale Dune Slacks,1,-0.01,quadrat,T0-T2,DIST
Filipendula_ulmaria,Ainsdale Dune Slacks,2,-0.005,quadrat,T0-T2,DIST
Filipendula_ulmaria,Ainsdale Dune Slacks,3,-0.16499999999999998,quadrat,T0-T2,DIST
Galium_palustre,Ainsdale Dune Slacks,3,0.001,quadrat,T0-T2,DIST
Galium_palustre,Ainsdale Dune Slacks,1,-0.002,quadrat,T0-T2,DIST
Holcus_lanatus,Ainsdale Dune Slacks,1,-0.0155,quadrat,T0-T2,DIST
Holcus_lanatus,Ainsdale Dune Slacks,2,-0.019,quadrat,T0-T2,DIST
Holcus_lanatus,Ainsdale Dune Slacks,3,-0.008,quadrat,T0-T2,DIST
Hydrocotyle_vulgaris,Ainsdale Dune Slacks,1,-0.07500000000000004,quadrat,T0-T2,DIST
Hydrocotyle_vulgaris,Ainsdale Dune Slacks,2,-0.41000000000000003,quadrat,T0-T2,DIST
Hydrocotyle_vulgaris,Ainsdale Dune Slacks,3,0.08999999999999997,quadrat,T0-T2,DIST
Hypericum_tetrapterum,Ainsdale Dune Slacks,2,0.035,quadrat,T0-T2,DIST
Hypericum_tetrapterum,Ainsdale Dune Slacks,1,-0.01,quadrat,T0-T2,DIST
Juncus_articulatus,Ainsdale Dune Slacks,1,0.05,quadrat,T0-T2,DIST
Juncus_articulatus,Ainsdale Dune Slacks,2,0.04,quadrat,T0-T2,DIST
Juncus_articulatus,Ainsdale Dune Slacks,3,0.03,quadrat,T0-T2,DIST
Juncus_bulbosus,Ainsdale Dune Slacks,1,0.01,quadrat,T0-T2,DIST
Lotus_corniculatus,Ainsdale Dune Slacks,2,-0.017499999999999998,quadrat,T0-T2,DIST
Lotus_corniculatus,Ainsdale Dune Slacks,3,0.01,quadrat,T0-T2,DIST
Lotus_corniculatus,Ainsdale Dune Slacks,1,0,quadrat,T0-T2,DIST
Lotus_pedunculatus,Ainsdale Dune Slacks,1,-0.05450000000000001,quadrat,T0-T2,DIST
Lotus_pedunculatus,Ainsdale Dune Slacks,2,-0.015,quadrat,T0-T2,DIST
Lotus_pedunculatus,Ainsdale Dune Slacks,3,0.01,quadrat,T0-T2,DIST
Luzula_campestris,Ainsdale Dune Slacks,1,0.1,quadrat,T0-T2,DIST
Lysimachia_tenella,Ainsdale Dune Slacks,2,0.12000000000000001,quadrat,T0-T2,DIST
Lysimachia_tenella,Ainsdale Dune Slacks,1,0.01,quadrat,T0-T2,DIST
Mentha_aquatica,Ainsdale Dune Slacks,1,0.05,quadrat,T0-T2,DIST
Mentha_aquatica,Ainsdale Dune Slacks,2,0.015000000000000003,quadrat,T0-T2,DIST
Mentha_aquatica,Ainsdale Dune Slacks,3,-0.07500000000000001,quadrat,T0-T2,DIST
Poa_pratensis,Ainsdale Dune Slacks,1,-0.015,quadrat,T0-T2,DIST
Potentilla_mixta,Ainsdale Dune Slacks,3,-0.07,quadrat,T0-T2,DIST
Prunella_vulgaris,Ainsdale Dune Slacks,2,-0.03,quadrat,T0-T2,DIST
Pseudoscleropodium_purum,Ainsdale Dune Slacks,2,-0.02,quadrat,T0-T2,DIST
Pulicaria_dysenterica,Ainsdale Dune Slacks,1,-0.13,quadrat,T0-T2,DIST
Pulicaria_dysenterica,Ainsdale Dune Slacks,2,-0.1,quadrat,T0-T2,DIST
Pulicaria_dysenterica,Ainsdale Dune Slacks,3,-0.05250000000000002,quadrat,T0-T2,DIST
Ranunculus_flammula,Ainsdale Dune Slacks,2,0.025,quadrat,T0-T2,DIST
Ranunculus_repens,Ainsdale Dune Slacks,1,0.03,quadrat,T0-T2,DIST
Ranunculus_repens,Ainsdale Dune Slacks,2,0.06,quadrat,T0-T2,DIST
Ranunculus_repens,Ainsdale Dune Slacks,3,-0.01,quadrat,T0-T2,DIST
Rhytidiadelphus_squarrosus,Ainsdale Dune Slacks,2,-0.01,quadrat,T0-T2,DIST
Rubus_caesius,Ainsdale Dune Slacks,1,-0.09,quadrat,T0-T2,DIST
Rubus_caesius,Ainsdale Dune Slacks,2,-0.25,quadrat,T0-T2,DIST
Rubus_caesius,Ainsdale Dune Slacks,3,-0.049999999999999996,quadrat,T0-T2,DIST
Salix_repens,Ainsdale Dune Slacks,1,-0.22499999999999998,quadrat,T0-T2,DIST
Salix_repens,Ainsdale Dune Slacks,2,-0.09000000000000002,quadrat,T0-T2,DIST
Salix_repens,Ainsdale Dune Slacks,3,-0.34,quadrat,T0-T2,DIST
Sonchus_arvensis,Ainsdale Dune Slacks,2,0.005,quadrat,T0-T2,DIST
Sonchus_palustris,Ainsdale Dune Slacks,2,-0.03,quadrat,T0-T2,DIST
Trifolium_repens,Ainsdale Dune Slacks,2,0,quadrat,T0-T2,DIST
Acis_trichophylla,Algaida,1,0.01,quadrat,T0-T2,DIST
Acis_trichophylla,Algaida,2,0.01,quadrat,T0-T2,DIST
Acis_trichophylla,Algaida,3,0.01,quadrat,T0-T2,DIST
Bellardia_trixago,Algaida,1,0.01,quadrat,T0-T2,DIST
Bellardia_trixago,Algaida,2,-0.01,quadrat,T0-T2,DIST
Carduus_meonanthus,Algaida,2,0.01,quadrat,T0-T2,DIST
Chaetopogon_fasciculatus,Algaida,1,0.010000000000000002,quadrat,T0-T2,DIST
Chaetopogon_fasciculatus,Algaida,2,0.09999999999999998,quadrat,T0-T2,DIST
Chaetopogon_fasciculatus,Algaida,3,0,quadrat,T0-T2,DIST
Cuscuta_epithymum,Algaida,2,0.02,quadrat,T0-T2,DIST
Dipcadi_serotinum,Algaida,2,-0.01,quadrat,T0-T2,DIST
Echium_vulgare,Algaida,1,-0.01,quadrat,T0-T2,DIST
Echium_vulgare,Algaida,2,-0.01,quadrat,T0-T2,DIST
Echium_vulgare,Algaida,3,0.01,quadrat,T0-T2,DIST
Erodium_moschatum,Algaida,1,0.02,quadrat,T0-T2,DIST
Heliotropium_europaeum,Algaida,1,0.01,quadrat,T0-T2,DIST
Heliotropium_europaeum,Algaida,2,0.15,quadrat,T0-T2,DIST
Heliotropium_europaeum,Algaida,3,0.15,quadrat,T0-T2,DIST
Hypochaeris_glabra,Algaida,1,0.019999999999999997,quadrat,T0-T2,DIST
Hypochaeris_glabra,Algaida,2,0.01,quadrat,T0-T2,DIST
Hypochaeris_glabra,Algaida,3,-0.13999999999999999,quadrat,T0-T2,DIST
Jacobaea_vulgaris,Algaida,1,0.01,quadrat,T0-T2,DIST
Jacobaea_vulgaris,Algaida,2,-0.01,quadrat,T0-T2,DIST
Leontodon_longirostris,Algaida,1,0.28,quadrat,T0-T2,DIST
Leontodon_longirostris,Algaida,2,-0.10999999999999999,quadrat,T0-T2,DIST
Leontodon_longirostris,Algaida,3,-0.1,quadrat,T0-T2,DIST
Lotus_corniculatus,Algaida,2,0.01,quadrat,T0-T2,DIST
Lysimachia_arvensis,Algaida,1,-0.07999999999999999,quadrat,T0-T2,DIST
Lysimachia_arvensis,Algaida,2,0,quadrat,T0-T2,DIST
Lysimachia_arvensis,Algaida,3,-0.01,quadrat,T0-T2,DIST
Medicago_littoralis,Algaida,1,0,quadrat,T0-T2,DIST
Medicago_littoralis,Algaida,3,-0.01,quadrat,T0-T2,DIST
Plantago_coronopus,Algaida,1,-0.014999999999999996,quadrat,T0-T2,DIST
Plantago_coronopus,Algaida,2,0.12,quadrat,T0-T2,DIST
Plantago_coronopus,Algaida,3,-0.20500000000000002,quadrat,T0-T2,DIST
Rumex_bucephalophorus,Algaida,1,0.01,quadrat,T0-T2,DIST
Sonchus_tenerrimus,Algaida,1,-0.01,quadrat,T0-T2,DIST
Spergularia_rubra,Algaida,3,0,quadrat,T0-T2,DIST
Trifolium_campestre,Algaida,1,-0.01,quadrat,T0-T2,DIST
Trifolium_campestre,Algaida,2,0.01,quadrat,T0-T2,DIST
Trifolium_campestre,Algaida,3,-0.01,quadrat,T0-T2,DIST
Trifolium_pratense,Algaida,2,-0.01,quadrat,T0-T2,DIST
Trifolium_resupinatum,Algaida,3,0,quadrat,T0-T2,DIST
Trifolium_resupinatum,Algaida,1,-0.01,quadrat,T0-T2,DIST
Trifolium_stellatum,Algaida,1,-0.01,quadrat,T0-T2,DIST
Vulpia_geniculata,Algaida,1,-0.465,quadrat,T0-T2,DIST
Vulpia_geniculata,Algaida,2,-0.405,quadrat,T0-T2,DIST
Vulpia_geniculata,Algaida,3,-0.915,quadrat,T0-T2,DIST
Amphicarpum_muehlenbergianum,Archbold Biological Station,2,-0.02,quadrat,T0-T2,DIST
Andropogon_glomeratus,Archbold Biological Station,1,-0.02,quadrat,T0-T2,DIST
Axonopus_furcatus,Archbold Biological Station,1,0.04,quadrat,T0-T2,DIST
Axonopus_furcatus,Archbold Biological Station,3,0.02,quadrat,T0-T2,DIST
Carphephorus_carphephorus,Archbold Biological Station,2,-0.04,quadrat,T0-T2,DIST
Dichanthelium_webberianum,Archbold Biological Station,1,0.03,quadrat,T0-T2,DIST
Dichanthelium_webberianum,Archbold Biological Station,2,0.01,quadrat,T0-T2,DIST
Euthamia_caroliniana,Archbold Biological Station,1,0.01,quadrat,T0-T2,DIST
Galactia_elliottii,Archbold Biological Station,1,-0.21,quadrat,T0-T2,DIST
Galactia_elliottii,Archbold Biological Station,2,-0.02,quadrat,T0-T2,DIST
Gaylussacia_dumosa,Archbold Biological Station,3,0.12,quadrat,T0-T2,DIST
Hypericum_edisonianum,Archbold Biological Station,1,0,quadrat,T0-T2,DIST
Hypericum_edisonianum,Archbold Biological Station,2,-0.15,quadrat,T0-T2,DIST
Hypericum_edisonianum,Archbold Biological Station,3,-0.04999999999999999,quadrat,T0-T2,DIST
Ludwigia_maritima,Archbold Biological Station,1,0.01,quadrat,T0-T2,DIST
Oldenlandia_uniflora,Archbold Biological Station,1,0.01,quadrat,T0-T2,DIST
Oldenlandia_uniflora,Archbold Biological Station,3,0.01,quadrat,T0-T2,DIST
Pityopsis_graminifolia,Archbold Biological Station,3,-0.04,quadrat,T0-T2,DIST
Polygala_rugelii,Archbold Biological Station,2,-0.05,quadrat,T0-T2,DIST
Pterocaulon_pycnostachyum,Archbold Biological Station,1,0.01,quadrat,T0-T2,DIST
Pterocaulon_pycnostachyum,Archbold Biological Station,3,0,quadrat,T0-T2,DIST
Quercus_minima,Archbold Biological Station,2,0.019999999999999962,quadrat,T0-T2,DIST
Quercus_minima,Archbold Biological Station,3,0.21999999999999997,quadrat,T0-T2,DIST
Rhexia_mariana,Archbold Biological Station,1,-0.03,quadrat,T0-T2,DIST
Schizachyrium_rhizomatum,Archbold Biological Station,1,0.15,quadrat,T0-T2,DIST
Schizachyrium_rhizomatum,Archbold Biological Station,2,-0.08000000000000002,quadrat,T0-T2,DIST
Schizachyrium_rhizomatum,Archbold Biological Station,3,-0.07,quadrat,T0-T2,DIST
Scleria_pauciflora,Archbold Biological Station,1,0.01,quadrat,T0-T2,DIST
Smilax_bona-nox,Archbold Biological Station,1,-0.04,quadrat,T0-T2,DIST
Achillea_millefolium,Bad Lauchstaedt,2,-0.08000000000000002,quadrat,T0-T2,DIST
Achillea_millefolium,Bad Lauchstaedt,3,-0.09000000000000001,quadrat,T0-T2,DIST
Arenaria_serpyllifolia,Bad Lauchstaedt,1,-0.005,quadrat,T0-T2,DIST
Bromus_erectus,Bad Lauchstaedt,1,-0.005,quadrat,T0-T2,DIST
Bromus_hordeaceus,Bad Lauchstaedt,1,0.01,quadrat,T0-T2,DIST
Bromus_hordeaceus,Bad Lauchstaedt,2,0,quadrat,T0-T2,DIST
Bromus_hordeaceus,Bad Lauchstaedt,3,0,quadrat,T0-T2,DIST
Bromus_sterilis,Bad Lauchstaedt,1,0.024999999999999998,quadrat,T0-T2,DIST
Bromus_sterilis,Bad Lauchstaedt,2,0,quadrat,T0-T2,DIST
Bromus_sterilis,Bad Lauchstaedt,3,0,quadrat,T0-T2,DIST
Calamagrostis_epigejos,Bad Lauchstaedt,3,-0.08,quadrat,T0-T2,DIST
Capsella_bursa-pastoris,Bad Lauchstaedt,1,0.06,quadrat,T0-T2,DIST
Capsella_bursa-pastoris,Bad Lauchstaedt,2,0.01,quadrat,T0-T2,DIST
Carduus_acanthoides,Bad Lauchstaedt,3,0.005,quadrat,T0-T2,DIST
Cerastium_fontanum,Bad Lauchstaedt,1,-0.005,quadrat,T0-T2,DIST
Cerastium_fontanum,Bad Lauchstaedt,3,-0.005,quadrat,T0-T2,DIST
Cerastium_fontanum,Bad Lauchstaedt,2,0.01,quadrat,T0-T2,DIST
Cerastium_glomeratum,Bad Lauchstaedt,1,-0.005,quadrat,T0-T2,DIST
Cerastium_glomeratum,Bad Lauchstaedt,3,-0.01,quadrat,T0-T2,DIST
Cerastium_glomeratum,Bad Lauchstaedt,2,0.005,quadrat,T0-T2,DIST
Chenopodium_album,Bad Lauchstaedt,1,0.01,quadrat,T0-T2,DIST
Chenopodium_album,Bad Lauchstaedt,2,0,quadrat,T0-T2,DIST
Chenopodium_album,Bad Lauchstaedt,3,0.005,quadrat,T0-T2,DIST
Cirsium_arvense,Bad Lauchstaedt,2,0.12000000000000001,quadrat,T0-T2,DIST
Cirsium_arvense,Bad Lauchstaedt,3,0.030000000000000006,quadrat,T0-T2,DIST
Cirsium_arvense,Bad Lauchstaedt,1,0.049999999999999996,quadrat,T0-T2,DIST
Cirsium_vulgare,Bad Lauchstaedt,3,0.01,quadrat,T0-T2,DIST
Conyza_canadensis,Bad Lauchstaedt,2,0.005,quadrat,T0-T2,DIST
Conyza_canadensis,Bad Lauchstaedt,3,0.015,quadrat,T0-T2,DIST
Conyza_canadensis,Bad Lauchstaedt,1,0.03,quadrat,T0-T2,DIST
Crepis_biennis,Bad Lauchstaedt,1,-0.41000000000000003,quadrat,T0-T2,DIST
Crepis_biennis,Bad Lauchstaedt,2,-0.15,quadrat,T0-T2,DIST
Crepis_biennis,Bad Lauchstaedt,3,-0.41999999999999993,quadrat,T0-T2,DIST
Crepis_capillaris,Bad Lauchstaedt,3,-0.01,quadrat,T0-T2,DIST
Dactylis_glomerata,Bad Lauchstaedt,1,-0.030000000000000006,quadrat,T0-T2,DIST
Dactylis_glomerata,Bad Lauchstaedt,2,0.015,quadrat,T0-T2,DIST
Dactylis_glomerata,Bad Lauchstaedt,3,-0.005,quadrat,T0-T2,DIST
Daucus_carota,Bad Lauchstaedt,3,0.005,quadrat,T0-T2,DIST
Daucus_carota,Bad Lauchstaedt,2,0.010000000000000002,quadrat,T0-T2,DIST
Descurainia_sophia,Bad Lauchstaedt,1,0.02,quadrat,T0-T2,DIST
Descurainia_sophia,Bad Lauchstaedt,3,0.03,quadrat,T0-T2,DIST
Elymus_repens,Bad Lauchstaedt,3,0.05,quadrat,T0-T2,DIST
Epilobium_tetragonum,Bad Lauchstaedt,1,-0.005,quadrat,T0-T2,DIST
Epilobium_tetragonum,Bad Lauchstaedt,3,0.005,quadrat,T0-T2,DIST
Fallopia_convolvulus,Bad Lauchstaedt,1,0.01,quadrat,T0-T2,DIST
Fallopia_convolvulus,Bad Lauchstaedt,2,0.015,quadrat,T0-T2,DIST
Fallopia_convolvulus,Bad Lauchstaedt,3,0,quadrat,T0-T2,DIST
Festuca_rubra,Bad Lauchstaedt,3,-0.01,quadrat,T0-T2,DIST
Geum_urbanum,Bad Lauchstaedt,2,-0.005,quadrat,T0-T2,DIST
Lamium_amplexicaule,Bad Lauchstaedt,2,0.005,quadrat,T0-T2,DIST
